cnpj,plataforma,nome_fundo,classe_anbima,fonte,atualizado
34109809000178,BTG,BRADESCO ZUPO FI FINANCEIRO - CIC RF CRED PRIV LP - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54485055000168,BTG,BRAVE IRON FUNDO DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
34096235000140,BTG,BTG PACTUAL CRED CORP INCENTIVADO IPCA FIF EM COTAS DE FFI DE INVESTIMENTO EM INFRA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
42730970000192,BTG,BTG PACTUAL CREDITO CORPORATIVO ESG FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
30934757000113,BTG,BTG PACTUAL CREDITO CORPORATIVO INCENTIVADO CDI FIF EM COTAS DE FI DE INVESTIMENTO EM INFRA RF,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
14171644000157,BTG,BTG PACTUAL CRÉDITO CORPORATIVO I FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54952575000133,BTG,BTG PACTUAL CRÉDITO CORPORATIVO INCENTIVADAS PRÉ FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RF,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
44347394000124,BTG,BTG PACTUAL CRÉDITO CORPORATIVO IPCA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
62438200000188,BTG,BTG PACTUAL CRÉDITO CORPORATIVO PLUS INCENTIVADO CDI FI DE INVESTIMENTO FINANCEIRO EM INFRA RF,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
51697128000197,BTG,BTG PACTUAL HEDGE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54518783000129,BTG,BTG PACTUAL HEDGE II FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54517219000191,BTG,BTG PACTUAL TOTAL FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54952299000103,BTG,BTG PACTUAL TOTAL RENDA FIXA ATIVA FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
40897658000162,BTG,BUTIÁ PLUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
63911193000152,BTG,CAIXA ASSET FLAG MAXI FIC DE CLASSE DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
29983516000185,BTG,CLASSE ÚNICA DO WESTERN ASSET FI FINANCEIRO INCENTIVADO EM DEBÊNTURES DE INFRA  RF CP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
36318479000156,BTG,COMPASS YIELD 30 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
53474080000183,BTG,DRYS DEBENTURES DE INFRAESTRUTURA FIC DE FIF RENDA FIXA INVEST CRÉD PRIV - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
43508491000199,BTG,EMPIRICUS ATRIUM ATIVO FIF RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
52901554000163,BTG,EMPIRICUS CASH YIELD FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
20584638000124,BTG,FATOR DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
42887856000170,BTG,GALAPAGOS IGUANA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
58702918000162,BTG,HERITAGE RUBY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO RF INFRA CP RESP LI,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
63611704000110,BTG,IBIUNA CREDIT IPCA+ FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54518925000158,BTG,IBIUNA CREDIT MASTER FIF - CI RF INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
44917374000141,BTG,ICATU VANGUARDA LIQUIDEZ FIF- CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
42826922000100,BTG,ITAÚ ACTION DEB INCENTIVADAS DIST FIF CIC  DE FI DE INV EM INFRA RF CRÉD PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
45512145000100,BTG,ITAÚ DEB INCENTIVADAS CDI FIF CIC FI DE INV EM INFRA DIST RF CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
45512169000169,BTG,ITAÚ DEBÊNTURES INCENTIVADAS FIF CIC DE FII EM INFRA DIST RF CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
61157628000190,BTG,ITAÚ JANEIRO INFRA DISTRIBUIDORES FIF FII EM DEB DE INFRA DA CIC RF CRÉD PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
41594333000173,BTG,JGP DEB INCENT JUROS REAIS CLASSE DE INVEST EM COTAS DE FI FINANC INCENT DE INVEST EM INFRA RF - RL,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54237051000160,BTG,JGP DEBÊNTURES INCENTIVADAS JUROS REAIS 60 FIF RENDA FIXA INVEST EM INFRA CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
27945264000174,BTG,KINEA ABSOLUTO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
41993797000152,BTG,KINEA ANDES FIF DA CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CRÉD PRIV LONGO PRAZO RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
47212331000159,BTG,KINEA DAKAR FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RENDA FIXA LONGO PRAZO RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
39586858000115,BTG,KINEA IPCA DINÂMICO II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
47699049000148,BTG,LEGACY CAPITAL COMPOUND FIF CIC FDO INCENTIVADO EM INV EM DEBÊNTURES DE INFRA IPCA RF CP RESP LTDA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
50891130000130,BTG,LEGACY CAPITAL COMPOUND FIF INVESTIMENTO EM DEB DE INFRA CDI ATIVO RF CRED PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
39958460000162,BTG,M8 CAPITAL PLUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
58481477000116,BTG,M8 YIELD FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
47046855000117,BTG,MAG CASH 10 FUNDO DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
17899612000160,BTG,MAG CASH FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
23600995000127,BTG,MORE PREMIUM CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54344616000109,BTG,OCCAM ATIVO 30 FIC DE FIF RENDA FIXA INVEST EM INFRA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
47586648000155,BTG,OCCAM CRÉDITO CORPORATIVO 30 FIC DE FI FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
57813684000168,BTG,OCCAM FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA CDI 30 CREDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
60594084000160,BTG,OCCAM LIQUIDEZ BAIXA VOLATILIDADE FIC DE FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
46098897000139,BTG,OCCAM LIQUIDEZ FIC DE FI FINANCEIRO RENDA FIXA CRÉDITO PRIV - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
23970201000117,BTG,OURO PRETO REAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
18316558000146,BTG,PLURAL CRÉDITO CORPORATIVO II FIC DE FIF RENDA FIXA CRED PRIV LP - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
24623412000146,BTG,PLURAL DEBÊNTURES INCENTIVADAS 30 CRÉDITO PRIVADO FIF EM COTAS DE FIF RENDA FIXA - RL,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
57661754000100,BTG,POLO CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTOS EM COTAS DE FI EM RENDA FIXA LONGO PRAZO,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
50037999000111,BTG,PORTO BAOBÁ FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
59123735000155,BTG,PORTO PAINEIRA CDI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
11447136000160,BTG,PRINCIPAL CLARITAS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
23565840000105,BTG,RB CAPITAL FIC DE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA - RESP LTDA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
48969198000142,BTG,RIZA ÉVORA DEB INCENTIVADAS JUROS ATIVOS FIF EM COTAS DE FI DE INVESTIMENTO EM INFRA RF,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
50038992000114,BTG,SPARTA DEB INC ESTRAT FUNDOS INCENTIVADOS DE INVEST FINANCEIRO EM INFRA RENDA FIXA - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
26759909000111,BTG,SPARTA DEB INC FIC DE FUNDOS INCENTIVADOS DE INVEST FINANCEIRO EM INFRAEST RENDA FIXA RESP LTDA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
39959025000152,BTG,SPARTA DEB INC INFLAÇÃO FIC DE FUNDOS INCENT DE INVEST FINANCEIRO EM INFRAEST RENDA FIXA RESP LTDA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
36352361000144,BTG,SPARTA DEBÊNTURES INCENTIVADAS 45 FIC FIF EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54426679000104,BTG,SPARTA RENDA FI FINANCEIRO INCENTIVADO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
38026926000129,BTG,SPARTA TOP INFLAÇÃO FIC DE FIF RENDA FIXA CRÉD PRIV LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
53109923000142,BTG,SPX SEAHAWK DEB INCENTIVADAS FIF CIC - INVESTIMENTO EM INFRA RF CRED PRIV LP - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
57660316000127,BTG,SPX SEAHAWK DEBÊNTURES INCENTIVADAS D45 FIF CIC INVESTIMENTO EM INFRA RF CRÉD PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
63945358000107,BTG,SPX SEAHAWK DEBÊNTURES INCENTIVADAS IPCA FIF CIC INVESTIMENTO INFRA RF CRED PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
35343590000130,BTG,SPX SEAHAWK FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA ACCESS,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
13823084000105,BTG,SUL AMÉRICA CRÉDITO ATIVO FIF RENDA FIXA CRÉD PRIV LONGO PRAZO DE RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
22759995000101,BTG,SULAMÉRICA INFRA FIF INCENTIVADO DE INFRAESTRUTURA RENDA FIXA DE RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
32485590000186,BTG,TIVIO PLUS FIF - CI RENDA FIXA INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
47409927000143,BTG,TROPICO CASH PLUS FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
58398452000153,BTG,V8 MERCURY FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
10326625000100,BTG,VALORA ABSOLUTE FIF RENDA FIXA CRÉD PRIV LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
61543507000186,BTG,VINLAND 2 FI INCENTIVADO EM DEB DE INFRA ATIVO FIF RF CRED PRIV LP RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
53678015000170,BTG,VINLAND CRÉDITO 10 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
57075698000121,BTG,VINLAND FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA IPCA RF CRED PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
50862124000154,BTG,VINLAND FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA ATIVO FIF RF CRÉD PRIV LP  RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
44977584000125,BTG,VOX DESENVOLVIMENTO SUSTENTÁVEL IS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
49984055000172,BTG,WESTERN ASSET TOTAL CREDIT PLUS CI RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
60606855000192,BTG,ABSOLUTE HIKER INFRA II FIF FUNDO INCENTIVADO EM INVEST DEB DE INFRA RF CRED PRIV LP RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
29044189000104,BTG,AF INVEST GERAES 30 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
30910199000156,BTG,ARX ELBRUS FIC DE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA - RESP LTDA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
37368116000198,BTG,ARX ELBRUS PRO FIC DE FUNDOS INCENTIVADOS DE INVEST FINANCEIRO EM INFRA RENDA FIXA - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
23556185000110,BTG,AZ QUEST LUCE FIC DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
52279563000164,BTG,AZ QUEST LUCE II FIC DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
19782311000188,BTG,AZ QUEST VALORE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
44315932000107,BTG,BB ASSET RENDA FIXA ATIVA PLUS LONGO PRAZO FIC FIF RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
32158410000151,BTG,BRADESCO ASSET FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA REFERENCIADA DI - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
16565016000181,BTG,BTG PACTUAL CDB I FUNDO DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
27717359000130,BTG,BTG PACTUAL CDB PLUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
50877951000111,BTG,BTG PACTUAL CRÉDITO CORPORATIVO DINAMICO FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
11952873000110,BTG,BTG PACTUAL HEDGE SIGMA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
32295478000182,BTG,BTG PACTUAL YIELD PLUS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
22344843000148,BTG,BUTIÁ TOP FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
59079948000127,BTG,DAYCOVAL TOP JUROS ATIVO FUNDO DE INVESTIMENTO FINANCEIRO,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
46063296000190,BTG,EMPIRICUS INFLAÇÃO CURTA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
47610970000172,BTG,GALAPAGOS ALBATROZ FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
26978438000132,BTG,IRIDIUM APOLLO FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
39773639000145,BTG,ITAÚ GLOBAL DINÂMICO DISTRIBUIDORES FIF CIC RF LONGO PRAZO - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
52342951000142,BTG,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS RENDA FIXA LONGO PRAZO - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
41993440000174,BTG,ITAÚ LEGEND DISTRIBUIDORES FIF DA CLASSE DE INVESTIMENTO EM COTAS RF LP - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
32892819000105,BTG,ITAÚ OPTIMUS DISTRIBUIDORES FIF DA CLASSE DE INVESTIMENTO EM COTAS RF LP - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
11435287000107,BTG,MAG FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO RENDA FIXA - RESP LIMITADATA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
46442473000140,BTG,MERAKI HÓRUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
31932715000106,BTG,NC EXCLUSIVE FIF CIC RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
51197110000126,BTG,NIKOS DI PLUS REFERENCIADO DI FUNDO DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
54484843000130,BTG,NOVUS FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
36017965000134,BTG,NU PERFORMANCE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
54307808000145,BTG,OPPORTUNITY INCOME FIC DE FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
58279975000180,BTG,REACH INFLAÇÃO ATIVA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
36498670000127,BTG,RIZA LOTUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
10347493000194,BTG,TIVIO BANKS RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
34687428000176,BTG,VINLAND FIF CIC RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,API,03/06/2026
20374752000120,BTG,BTG PACTUAL TESOURO IPCA LONGO FUNDO DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Soberano,API,03/06/2026
43140671000160,BTG,BTG PACTUAL TESOURO PRE FIXADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Soberano,API,03/06/2026
57829025000110,BTG,IBIUNA RF ATIVO INST MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Soberano,API,03/06/2026
58237182000107,BTG,NU IPCA DINÂMICO RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO,Renda Fixa Duração Livre Soberano,API,03/06/2026
23502654000119,BTG,SULAMÉRICA RETORNO TOTAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO DE RESPONSABILIDADE,Renda Fixa Duração Livre Soberano,API,03/06/2026
20146294000171,BTG,CAPITÂNIA PREMIUM 45 FIC DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Média Crédito Livre,API,03/06/2026
13615411000133,BTG,CAPITÂNIA TOP CRÉDITO PRIVADO FIC DE FI FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Média Crédito Livre,API,03/06/2026
44643192000120,BTG,SPARTA MAX 60 FIC DE FI FINANCEIRO RENDA FIXA CRÉDITO PRIV LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Média Crédito Livre,API,03/06/2026
26773148000152,BTG,SPARTA MAX FIC FIF RF CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Média Crédito Livre,API,03/06/2026
22681798000117,BTG,AZ QUEST TERMO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO,Renda Fixa Duração Média Grau de Invest.,API,03/06/2026
58341429000122,BTG,BB ASSET RENDA FIXA LONGO PRAZO HIGH FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA,Renda Fixa Duração Média Grau de Invest.,API,03/06/2026
58939722000196,BTG,ITAÚ CRÉDITO BANCÁRIO RF DISTRIBUIDORES FIF DA CIC RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,Renda Fixa Duração Média Grau de Invest.,API,03/06/2026
14188162000100,BTG,SPARTA TOP FIC DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Média Grau de Invest.,API,03/06/2026
42774627000140,BTG,V8 CASH PLATINUM CIC DE CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,Renda Fixa Duração Média Grau de Invest.,API,03/06/2026
13060032000124,BTG,TIVIO IRF-M 1+ FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO - RESP LIMITADA,Renda Fixa Indexados,API,03/06/2026
33824820000157,BTG,BB ASSET RF LONGO PRAZO BONDS GLOBAIS HEDGE CRED PRIV INVESTIMENTO NO EXTERIOR FIC FIF RESP LIMITADA,Renda Fixa Invest. no Exterior,API,03/06/2026
29562673000117,BTG,BTG PACTUAL DIGITAL TESOURO SELIC SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Simples,API,03/06/2026
35816893000122,BTG,EMPIRICUS SELIC FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Simples,API,03/06/2026
45963889000140,BTG,NIKOS CASH FUNDO DE INVESTIMENTO RENDA FIXA SIMPLES LONGO PRAZO,Renda Fixa Simples,API,03/06/2026
04455632000109,XP,AZ Quest Multi FIC de FIF Multimercado,Multimercado,API,03/06/2026
09143318000104,XP,JGP Equity FIC FIF Multimercado RL,Multimercado,API,03/06/2026
05448587000110,XP,Opportunity Total FIC de FIF Multimercado,Multimercado,API,03/06/2026
07013315000112,XP,Polo Norte I LS FIC FIF Multimercado RL,Multimercado,API,03/06/2026
07279819000189,XP,Sharp Long Short 3A FIM RL,Multimercado,API,03/06/2026
05024659000100,XP,Western Asset Multitrading H Multimercado FI,Multimercado,API,03/06/2026
34370777000160,XP,AZ Quest Altro Advisory FIC de FIF Multimercado CP,Multimercados Dinâmico,API,03/06/2026
10320188000109,XP,AZ Quest Low Vol FIF Multimercado RL,Multimercados Dinâmico,API,03/06/2026
34799129000123,XP,BOCOM BBM Corporate Credit Plus FIF CIC MULT CP RL,Multimercados Dinâmico,API,03/06/2026
